Amount (copy),Number of Records,Aiddata Id,Amount,Donor,Recipient,Year
$0.0B,1,77377721,$0.0B,Ireland,India,01.01.2008
$0.0B,1,57259915,$0.0B,Ireland,India,01.01.2008
$0.0B,1,54327382,$0.0B,Ireland,India,01.01.2008
$0.0B,1,61658256,$0.0B,Ireland,India,01.01.2008
$0.0B,1,52457908,$0.0B,Ireland,India,01.01.2008
$0.0B,1,75344569,$0.0B,Ireland,India,01.01.2008
$0.0B,1,56735340,$0.0B,Ireland,India,01.01.2008
$0.0B,1,76657233,$0.0B,Ireland,India,01.01.2008
$0.0B,1,70348329,$0.0B,Ireland,India,01.01.2008
$0.0B,1,54372516,$0.0B,Ireland,India,01.01.2008
$0.0B,1,74660592,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,76260029,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,79632070,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,77482199,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,66899773,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,81637641,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,65395978,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,56998543,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,54878875,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,65613425,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,80306195,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,71091223,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,81012260,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,72487870,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,63831851,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,75235332,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,63742631,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,66742806,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,58117855,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,75555465,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,67399945,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,74481374,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,53617494,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,67357443,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,53821054,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,58625400,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,66336979,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,50748966,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,82578429,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,68933896,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,53508243,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,76785487,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,59926810,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,58485565,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,69620587,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,67820270,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,70771328,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,71454491,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,51501486,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,63414633,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,65540783,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,66321581,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,68379493,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,70291660,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,72646492,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,80501820,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,81228858,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,82341587,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,73101565,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,69497597,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,82182239,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,63357183,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,54546043,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,70105629,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,79047149,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,60423810,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,77177473,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,55535461,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,79984582,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,80559826,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,67815217,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,62092822,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,83022938,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,58449151,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,59139297,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,72932845,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,79313687,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,59900274,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,64101843,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,73968411,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,52172374,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,64453659,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,81692307,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,50914334,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,58333103,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,65439998,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,54241122,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,83004443,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,65345180,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,50966985,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,57780630,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,58192480,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,61308322,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,68169534,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,69972235,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,70413306,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,78707666,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,80144100,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,77919229,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,77633081,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,53671206,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,64772170,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,83268246,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,52418173,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,82559727,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,50855618,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,66521071,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,65276061,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,70275511,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,74118980,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,61417326,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,81730720,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,64885517,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,77827692,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,62434537,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,74842276,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,53648525,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,64798416,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,68577862,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,59894175,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,55788654,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,55184756,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,57793615,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,52383767,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,60854177,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,68790759,$0.0B,Ireland,South Africa,01.01.2008
$0.0B,1,55226805,$0.0B,Ireland,Thailand,01.01.2008
$0.0B,1,65304354,$0.0B,Ireland,Thailand,01.01.2008
$0.0B,1,50294391,$0.0B,Ireland,Thailand,01.01.2008
$0.0B,1,66922681,$0.0B,Ireland,Thailand,01.01.2008
$0.0B,1,75503346,$0.0B,Ireland,Thailand,01.01.2008
$0.0B,1,68328380,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,77211150,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,75025173,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,56105247,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,65210391,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,63227790,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,62428513,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,76277137,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,76986320,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,51271381,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,57243679,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,66940101,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,74369037,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,76727249,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,63059065,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,73599800,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,56354986,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,67858916,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,74189123,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,53501149,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,70373254,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,64051515,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,77404626,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,58309214,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,67954135,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,78369085,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,53288339,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,62604052,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,52507576,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,52971622,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,66485389,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,71133380,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,82640917,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,65380214,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,58702906,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,50487520,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,67933673,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,71181390,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,72125791,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,65628905,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,78478111,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,57736128,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,58591230,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,67030659,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,58375076,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,58576896,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,63406499,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,51876190,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,58974231,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,68525536,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,69465199,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,69536597,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,69801092,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,74877556,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,72823004,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,61262312,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,56418401,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,70745935,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,51002804,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,72762706,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,71788685,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,71322250,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,73277416,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,80400993,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,63033816,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,74139474,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,77569363,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,78017252,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,64595421,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,54573302,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,70379211,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,64541562,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,57403822,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,66459083,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,59964189,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,71770642,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,76024098,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,77744001,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,80581521,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,55169552,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,52215364,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,62803526,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,50924730,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,71527923,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,78594597,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,65760674,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,51884458,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,68349399,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,69481764,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,81772856,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,59905527,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,73092277,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,74070144,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,65076311,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,70662937,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,57361979,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,68256519,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,82069733,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,77250579,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,81229600,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,54117007,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,72770917,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,82551951,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,73868649,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,50197931,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,73090252,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,51990218,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,75226538,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,77458793,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,73926329,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,60483918,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,57207968,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,79019235,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,66635711,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,57565235,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,81258096,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,73032679,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,50888291,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,65858069,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,75084458,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,62479245,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,55013296,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,59566865,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,58178007,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,71207302,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,59025901,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,79166559,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,57852025,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,58037152,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,67582490,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,75142120,$0.0B,Italy,Brazil,01.01.2008
$0.0B,1,57888283,$0.0B,Italy,Chile,01.01.2008
$0.0B,1,53783763,$0.0B,Italy,Chile,01.01.2008
$0.0B,1,71859161,$0.0B,Italy,Chile,01.01.2008
$0.0B,1,74321993,$0.0B,Italy,Chile,01.01.2008
$0.0B,1,69561178,$0.0B,Italy,Chile,01.01.2008
$0.0B,1,54176582,$0.0B,Italy,Chile,01.01.2008
$0.0B,1,58099674,$0.0B,Italy,Chile,01.01.2008
$0.0B,1,67552897,$0.0B,Italy,Chile,01.01.2008
$0.0B,1,73338156,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,70114073,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,80225915,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,74062128,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,58086229,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,56453779,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,55172776,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,59057850,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,70910739,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,55915228,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,65505943,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,74569843,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,82438519,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,65754335,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,53935925,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,61959470,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,81377760,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,61058621,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,81207011,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,66687713,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,54376915,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,70329230,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,69879234,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,68572268,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,62456368,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,66153734,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,63546207,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,72879116,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,76825845,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,67135750,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,69805289,$0.0B,Italy,Colombia,01.01.2008
$0.0B,1,58108428,$0.0B,Italy,India,01.01.2008
$0.0B,1,59552414,$0.0B,Italy,India,01.01.2008
$0.0B,1,78672418,$0.0B,Italy,India,01.01.2008
$0.0B,1,51481494,$0.0B,Italy,India,01.01.2008
$0.0B,1,69186460,$0.0B,Italy,India,01.01.2008
$0.0B,1,74889065,$0.0B,Italy,India,01.01.2008
$0.0B,1,72048098,$0.0B,Italy,India,01.01.2008
$0.0B,1,60737825,$0.0B,Italy,India,01.01.2008
$0.0B,1,72604596,$0.0B,Italy,India,01.01.2008
$0.0B,1,75062223,$0.0B,Italy,India,01.01.2008
$0.0B,1,79641783,$0.0B,Italy,India,01.01.2008
$0.0B,1,77585607,$0.0B,Italy,India,01.01.2008
$0.0B,1,57910260,$0.0B,Italy,India,01.01.2008
$0.0B,1,81247559,$0.0B,Italy,India,01.01.2008
$0.0B,1,54127396,$0.0B,Italy,India,01.01.2008
$0.0B,1,76860934,$0.0B,Italy,India,01.01.2008
$0.0B,1,78603962,$0.0B,Italy,India,01.01.2008
$0.0B,1,77478817,$0.0B,Italy,India,01.01.2008
$0.0B,1,81737994,$0.0B,Italy,India,01.01.2008
$0.0B,1,68829188,$0.0B,Italy,India,01.01.2008
$0.0B,1,64956731,$0.0B,Italy,India,01.01.2008
$0.0B,1,76667386,$0.0B,Italy,India,01.01.2008
$0.0B,1,80397688,$0.0B,Italy,India,01.01.2008
$0.0B,1,73249385,$0.0B,Italy,India,01.01.2008
$0.0B,1,65929276,$0.0B,Italy,India,01.01.2008
$0.0B,1,57782691,$0.0B,Italy,India,01.01.2008
$0.0B,1,55189535,$0.0B,Italy,India,01.01.2008
$0.0B,1,57939750,$0.0B,Italy,India,01.01.2008
$0.0B,1,71753953,$0.0B,Italy,India,01.01.2008
$0.0B,1,78989726,$0.0B,Italy,India,01.01.2008
$0.0B,1,58133848,$0.0B,Italy,India,01.01.2008
$0.0B,1,64382691,$0.0B,Italy,India,01.01.2008
$0.0B,1,53176869,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,79150965,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,67973064,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,73859584,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,64138589,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,57102239,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,64262846,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,82358892,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,57789495,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,69959825,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,59714579,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,74388130,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,55374385,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,55803132,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,57712282,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,81692852,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,80473448,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,81706030,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,76138900,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,55261291,$0.0B,Italy,South Africa,01.01.2008
$0.0B,1,72657574,$0.0B,Italy,Thailand,01.01.2008
$0.0B,1,58205545,$0.0B,Italy,Thailand,01.01.2008
$0.0B,1,68827628,$0.0B,Italy,Thailand,01.01.2008
$0.0B,1,53710673,$0.0B,Italy,Thailand,01.01.2008
$0.0B,1,56457400,$0.0B,Italy,Thailand,01.01.2008
$0.0B,1,55248644,$0.0B,Italy,Thailand,01.01.2008
$0.0B,1,63280968,$0.0B,Italy,Thailand,01.01.2008
$0.0B,1,81267620,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,82369578,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,52981703,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,58718119,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,61628467,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,77697884,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,74148374,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,66173289,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,52720345,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,62482745,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,74162986,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,77107923,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,60993794,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,56823098,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,82324392,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,61073946,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,66175784,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,63343269,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,67016705,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,50618292,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,55394424,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,52293991,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,55918768,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,62353673,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,61764424,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,58230091,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,81747587,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,62692162,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,52584510,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,71664209,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,80120645,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,81003632,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,60645632,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,55053332,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,82045280,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,81199239,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,69275706,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,66027073,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,78947031,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,65743914,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,66098000,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,74695012,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,60577528,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,50495744,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,76323373,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,71002542,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,76881424,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,59495459,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,56014140,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,61934160,$0.0B,Japan,Brazil,01.01.2008
